Jobkey,Jobtitle,Company,City,State,Country,FormattedLocation,Date,Snippet,URL,Latitude,Longitude,FormattedRelativeTime
a39fb61d96c31830,Junior Data Scientist,Xaxis,London,ENG,GB,London,"Tue, 09 May 2017 18:12:03 GMT","Junior Data Scientist - Xaxis. Able to deliver analytics projects end-to-end, from data sourcing, data manipulation, modelling, results interpretation and...",http://www.indeed.co.uk/viewjob?jk=a39fb61d96c31830&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.51099,-0.087912,30+ days ago
0fa1fb025d87a100,Data Scientist,Networkers,London,ENG,GB,London,"Fri, 12 May 2017 15:03:35 GMT","Data Scientist- London- £65,000-£75,000- 6 Month FTC. This Data Scientist role is a 6 months FTC reporting into the EMEA Management team....",http://www.indeed.co.uk/viewjob?jk=0fa1fb025d87a100&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.51099,-0.087912,29 days ago
b744fbe3bbeb5ce6,Research Scientist - Creator,Spotify,London,ENG,GB,London,"Fri, 19 May 2017 16:50:36 GMT","You’ll be joining a highly skilled, cross-functional team of talented researchers, engineers and data scientists, in our awesome office in central London....",http://www.indeed.co.uk/viewjob?jk=b744fbe3bbeb5ce6&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.51099,-0.087912,22 days ago
8157b36dcf2263b3,Data Science Intern,Soma Analytics,London,ENG,GB,London,"Sun, 02 Apr 2017 21:54:13 GMT",Knowledge of data analysis tools. Meaningful visualizations and help us gain insight into our data. We are looking for a talented Data Science Intern who loves...,http://www.indeed.co.uk/viewjob?jk=8157b36dcf2263b3&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.51099,-0.087912,30+ days ago
4e7825d2b760fb31,Intelligent Solutions – Data Scientist Associate,JP Morgan Chase,London,ENG,GB,London E14,"Fri, 12 May 2017 10:32:31 GMT","Big Data Applications:. If you want to work on greenfield projects and apply novel data science, machine learning and big data technologies to real work...",http://www.indeed.co.uk/viewjob?jk=4e7825d2b760fb31&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.505493,-0.016484,30 days ago
9c566d7e820b5752,Data Scientist,JP Morgan Chase,London,ENG,GB,London E14,"Wed, 07 Jun 2017 10:35:37 GMT",Implement new exchange interfaces to support market data and order management on new trading venues. Morgan’s Corporate &amp; Investment Bank....,http://www.indeed.co.uk/viewjob?jk=9c566d7e820b5752&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.505493,-0.016484,4 days ago
e490a6a96b876f38,Data Scientist,eBay Inc.,London,ENG,GB,London,"Fri, 05 May 2017 08:05:34 GMT","We are looking for a Data Scientist to join our central data team in Amsterdam. 2 years of experience from similar role as e.g. Data Scientist, BI consultant or...",http://www.indeed.co.uk/viewjob?jk=e490a6a96b876f38&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.51099,-0.087912,30+ days ago
4f0dd650ca32f594,Data Scientist,Just Eat,Bristol,ENG,GB,Bristol,"Thu, 18 May 2017 18:37:40 GMT","As a Data Scientist you will partner closely with tech and product teams to develop features for our website and apps, bringing data to bear in improving the...",http://www.indeed.co.uk/viewjob?jk=4f0dd650ca32f594&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.447803,-2.582418,23 days ago
5af02d4952401675,3 Research Associates In Artificial Intelligence For Data Analytics,The Alan Turing Institute,London,ENG,GB,London,"Mon, 15 May 2017 15:38:08 GMT","Data wrangling includes understanding what data is available, integrating data from multiple sources, identifying missing, messy or anomalous data, and...",http://www.indeed.co.uk/viewjob?jk=5af02d4952401675&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.51099,-0.087912,26 days ago
1b0aac7e4ff0c525,Maxus | Junior Data Scientist,Maxus,London,ENG,GB,London,"Sun, 26 Mar 2017 05:30:25 GMT","As a Junior Data Scientist, you will help us broaden our analytical capabilities, and find ways for the agency to work smarter....",http://www.indeed.co.uk/viewjob?jk=1b0aac7e4ff0c525&qd=hpn1PIYnYFUUyI3l1SSmTmLzJSrmgYmxSc2XHc68el8OHORdXztjul1kfET_yDz5mgeTFxifw0_oDTLiXFLHnXrfraT3n304NT7HDAyQFsCptQI94s5DsPOzRyYMc52A&indpubnum=3864921654995829&atk=1bibeopfd1c0v1sr,51.51099,-0.087912,30+ days ago
